tc,call_volume,aht,service_level,art,positions,positions_quantile,resources_shifts
2022-12-10 08:45:00+03:00,84,156,80,30,18,4,4
2022-12-10 09:00:00+03:00,91,165,80,30,20,4,4
2022-12-10 09:15:00+03:00,100,163,80,30,22,5,5
2022-12-10 09:30:00+03:00,114,156,80,30,24,5,5
2022-12-10 09:45:00+03:00,123,170,80,30,27,6,5
2022-12-10 10:00:00+03:00,128,158,80,30,26,6,6
2022-12-10 10:15:00+03:00,134,165,80,30,29,6,6
2022-12-10 10:30:00+03:00,135,160,80,30,28,6,7
2022-12-10 10:45:00+03:00,137,177,80,30,31,7,7
2022-12-10 11:00:00+03:00,136,174,80,30,31,7,7
2022-12-10 11:15:00+03:00,138,206,80,30,36,8,7
2022-12-10 11:30:00+03:00,138,167,80,30,30,6,7
2022-12-10 11:45:00+03:00,135,168,80,30,29,6,7
2022-12-10 12:00:00+03:00,132,178,80,30,30,6,7
2022-12-10 12:15:00+03:00,129,168,80,30,28,6,7
2022-12-10 12:30:00+03:00,130,165,80,30,28,6,7
2022-12-10 12:45:00+03:00,122,175,80,30,28,6,7
2022-12-10 13:00:00+03:00,120,157,80,30,25,5,7
2022-12-10 13:15:00+03:00,118,168,80,30,26,6,7
2022-12-10 13:30:00+03:00,117,163,80,30,25,5,7
2022-12-10 13:45:00+03:00,106,179,80,30,25,5,7
2022-12-10 14:00:00+03:00,105,175,80,30,24,5,7
2022-12-10 14:15:00+03:00,105,184,80,30,26,6,7
2022-12-10 14:30:00+03:00,96,176,80,30,23,5,7
2022-12-10 14:45:00+03:00,96,177,80,30,23,5,7
2022-12-10 15:00:00+03:00,91,162,80,30,20,4,5
2022-12-10 15:15:00+03:00,92,177,80,30,22,5,5
2022-12-10 15:30:00+03:00,92,167,80,30,21,5,5
2022-12-10 15:45:00+03:00,89,162,80,30,20,4,5
2022-12-10 16:00:00+03:00,83,150,80,30,17,4,4
2022-12-10 16:15:00+03:00,81,163,80,30,18,4,4
2022-12-10 16:30:00+03:00,77,170,80,30,18,4,4
2022-12-10 16:45:00+03:00,76,171,80,30,18,4,4
2022-12-10 17:00:00+03:00,67,160,80,30,15,3,3
2022-12-10 17:15:00+03:00,62,154,80,30,14,3,3
2022-12-10 17:30:00+03:00,58,167,80,30,14,3,3
2022-12-10 17:45:00+03:00,56,159,80,30,13,3,3
2022-12-10 18:00:00+03:00,51,161,80,30,12,3,3
2022-12-10 18:15:00+03:00,55,151,80,30,12,3,2
2022-12-10 18:30:00+03:00,52,162,80,30,12,3,2
2022-12-10 18:45:00+03:00,44,157,80,30,11,3,2
2022-12-10 19:00:00+03:00,42,175,80,30,11,3,1
2022-12-10 19:15:00+03:00,35,151,80,30,9,2,1
2022-12-10 19:30:00+03:00,39,152,80,30,9,2,0
2022-12-10 19:45:00+03:00,33,141,80,30,8,2,0
2022-12-10 20:00:00+03:00,37,156,80,30,9,2,0
2022-12-10 20:15:00+03:00,29,169,80,30,8,2,0
2022-12-10 20:30:00+03:00,30,184,80,30,9,2,0
2022-12-10 20:45:00+03:00,26,174,80,30,8,2,0
2022-12-10 21:00:00+03:00,29,175,80,30,8,2,0
2022-12-10 21:15:00+03:00,23,143,80,30,6,2,0
2022-12-10 21:30:00+03:00,21,245,80,30,9,2,0
2022-12-10 21:45:00+03:00,17,147,80,30,5,1,0
2022-12-10 22:00:00+03:00,18,128,80,30,5,1,0
2022-12-10 22:15:00+03:00,16,141,80,30,5,1,0
2022-12-10 22:30:00+03:00,15,164,80,30,5,1,0
2022-12-10 22:45:00+03:00,14,140,80,30,4,1,0
2022-12-10 23:00:00+03:00,10,127,80,30,3,1,0
2022-12-10 23:15:00+03:00,9,99,80,30,3,1,0
2022-12-10 23:30:00+03:00,9,204,80,30,4,1,0
2022-12-10 23:45:00+03:00,8,153,80,30,3,1,0
2022-12-11 00:00:00+03:00,7,219,80,30,4,1,0
2022-12-11 00:15:00+03:00,7,197,80,30,3,1,0
2022-12-11 00:30:00+03:00,5,83,80,30,2,1,0
2022-12-11 00:45:00+03:00,6,173,80,30,3,1,0
2022-12-11 01:00:00+03:00,4,78,80,30,2,1,0
2022-12-11 01:15:00+03:00,2,73,80,30,1,1,0
2022-12-11 01:30:00+03:00,6,169,80,30,3,1,0
2022-12-11 01:45:00+03:00,5,81,80,30,2,1,0
2022-12-11 02:00:00+03:00,5,179,80,30,3,1,0
2022-12-11 02:15:00+03:00,6,157,80,30,3,1,0
2022-12-11 02:30:00+03:00,6,247,80,30,4,1,0
2022-12-11 02:45:00+03:00,6,165,80,30,3,1,0
2022-12-11 03:00:00+03:00,6,247,80,30,4,1,0
2022-12-11 03:15:00+03:00,5,133,80,30,2,1,0
2022-12-11 03:30:00+03:00,6,109,80,30,2,1,0
2022-12-11 03:45:00+03:00,6,126,80,30,2,1,0
2022-12-11 04:00:00+03:00,7,109,80,30,2,1,0
2022-12-11 04:15:00+03:00,10,110,80,30,3,1,0
2022-12-11 04:30:00+03:00,11,93,80,30,3,1,0
2022-12-11 04:45:00+03:00,9,118,80,30,3,1,0
2022-12-11 05:00:00+03:00,15,64,80,30,3,1,0
2022-12-11 05:15:00+03:00,12,108,80,30,3,1,0
2022-12-11 05:30:00+03:00,14,105,80,30,3,1,0
2022-12-11 05:45:00+03:00,12,114,80,30,3,1,0
2022-12-11 06:00:00+03:00,15,101,80,30,4,1,1
2022-12-11 06:15:00+03:00,20,143,80,30,5,1,1
2022-12-11 06:30:00+03:00,20,143,80,30,5,1,1
2022-12-11 06:45:00+03:00,22,138,80,30,6,2,1
2022-12-11 07:00:00+03:00,25,131,80,30,6,2,1
2022-12-11 07:15:00+03:00,26,116,80,30,6,2,1
2022-12-11 07:30:00+03:00,32,142,80,30,8,2,1
2022-12-11 07:45:00+03:00,32,142,80,30,8,2,1
2022-12-11 08:00:00+03:00,37,141,80,30,8,2,1
2022-12-11 08:15:00+03:00,36,147,80,30,9,2,2
2022-12-11 08:30:00+03:00,39,160,80,30,10,2,2
2022-12-11 08:45:00+03:00,43,159,80,30,11,3,2
2022-12-11 09:00:00+03:00,53,154,80,30,12,3,2
2022-12-11 09:15:00+03:00,56,154,80,30,13,3,3
2022-12-11 09:30:00+03:00,67,150,80,30,14,3,3
2022-12-11 09:45:00+03:00,61,146,80,30,13,3,3
2022-12-11 10:00:00+03:00,65,142,80,30,13,3,3
2022-12-11 10:15:00+03:00,72,155,80,30,16,4,4
2022-12-11 10:30:00+03:00,72,146,80,30,15,3,4
2022-12-11 10:45:00+03:00,80,150,80,30,17,4,4
2022-12-11 11:00:00+03:00,77,148,80,30,16,4,4
2022-12-11 11:15:00+03:00,79,156,80,30,17,4,4
2022-12-11 11:30:00+03:00,83,170,80,30,19,4,4
2022-12-11 11:45:00+03:00,78,155,80,30,17,4,4
2022-12-11 12:00:00+03:00,78,150,80,30,16,4,4
2022-12-11 12:15:00+03:00,76,157,80,30,17,4,5
2022-12-11 12:30:00+03:00,76,156,80,30,17,4,5
2022-12-11 12:45:00+03:00,75,162,80,30,17,4,5
2022-12-11 13:00:00+03:00,73,175,80,30,18,4,5
2022-12-11 13:15:00+03:00,72,151,80,30,15,3,5
2022-12-11 13:30:00+03:00,70,155,80,30,15,3,5
2022-12-11 13:45:00+03:00,69,161,80,30,16,4,5
2022-12-11 14:00:00+03:00,68,129,80,30,13,3,5
2022-12-11 14:15:00+03:00,66,131,80,30,13,3,5
2022-12-11 14:30:00+03:00,67,137,80,30,13,3,5
2022-12-11 14:45:00+03:00,66,156,80,30,15,3,5
2022-12-11 15:00:00+03:00,64,155,80,30,14,3,4
2022-12-11 15:15:00+03:00,64,184,80,30,17,4,4
2022-12-11 15:30:00+03:00,58,150,80,30,13,3,4
2022-12-11 15:45:00+03:00,61,163,80,30,14,3,4
2022-12-11 16:00:00+03:00,56,141,80,30,12,3,4
2022-12-11 16:15:00+03:00,56,143,80,30,12,3,4
2022-12-11 16:30:00+03:00,57,156,80,30,13,3,4
2022-12-11 16:45:00+03:00,53,150,80,30,12,3,4
2022-12-11 17:00:00+03:00,55,147,80,30,12,3,4
2022-12-11 17:15:00+03:00,50,149,80,30,11,3,3
2022-12-11 17:30:00+03:00,50,145,80,30,11,3,3
2022-12-11 17:45:00+03:00,51,155,80,30,12,3,3
2022-12-11 18:00:00+03:00,46,155,80,30,11,3,3
2022-12-11 18:15:00+03:00,43,145,80,30,10,2,2
2022-12-11 18:30:00+03:00,43,154,80,30,10,2,2
2022-12-11 18:45:00+03:00,44,144,80,30,10,2,2
2022-12-11 19:00:00+03:00,37,141,80,30,8,2,2
2022-12-11 19:15:00+03:00,36,143,80,30,8,2,1
2022-12-11 19:30:00+03:00,35,162,80,30,9,2,1
2022-12-11 19:45:00+03:00,34,174,80,30,9,2,1
2022-12-11 20:00:00+03:00,33,150,80,30,8,2,1
2022-12-11 20:15:00+03:00,28,163,80,30,8,2,1
2022-12-11 20:30:00+03:00,28,142,80,30,7,2,1
2022-12-11 20:45:00+03:00,29,140,80,30,7,2,1
2022-12-11 21:00:00+03:00,26,166,80,30,7,2,1
2022-12-11 21:15:00+03:00,24,195,80,30,8,2,0
2022-12-11 21:30:00+03:00,20,206,80,30,7,2,0
2022-12-11 21:45:00+03:00,23,142,80,30,6,2,0
2022-12-11 22:00:00+03:00,18,180,80,30,6,2,0
2022-12-11 22:15:00+03:00,16,150,80,30,5,1,0
2022-12-11 22:30:00+03:00,15,199,80,30,6,2,0
2022-12-11 22:45:00+03:00,12,119,80,30,3,1,0
2022-12-11 23:00:00+03:00,9,126,80,30,3,1,0
2022-12-11 23:15:00+03:00,10,71,80,30,2,1,0
2022-12-11 23:30:00+03:00,7,93,80,30,2,1,0
2022-12-11 23:45:00+03:00,7,153,80,30,3,1,0
2022-12-12 00:00:00+03:00,8,150,80,30,3,1,0
2022-12-12 00:15:00+03:00,5,83,80,30,2,1,0
2022-12-12 00:30:00+03:00,6,256,80,30,4,1,0
2022-12-12 00:45:00+03:00,9,84,80,30,2,1,0
2022-12-12 01:00:00+03:00,6,147,80,30,3,1,0
2022-12-12 01:15:00+03:00,10,80,80,30,2,1,0
2022-12-12 01:30:00+03:00,13,168,80,30,5,1,0
2022-12-12 01:45:00+03:00,11,143,80,30,4,1,0
2022-12-12 02:00:00+03:00,14,128,80,30,4,1,0
2022-12-12 02:15:00+03:00,18,180,80,30,6,2,0
2022-12-12 02:30:00+03:00,22,124,80,30,5,1,0
2022-12-12 02:45:00+03:00,27,166,80,30,8,2,0
2022-12-12 03:00:00+03:00,39,209,80,30,12,3,0
2022-12-12 03:15:00+03:00,33,214,80,30,11,3,0
2022-12-12 03:30:00+03:00,37,159,80,30,9,2,0
2022-12-12 03:45:00+03:00,45,122,80,30,9,2,0
2022-12-12 04:00:00+03:00,50,153,80,30,12,3,0
2022-12-12 04:15:00+03:00,56,165,80,30,13,3,0
2022-12-12 04:30:00+03:00,59,157,80,30,13,3,0
2022-12-12 04:45:00+03:00,65,154,80,30,14,3,0
2022-12-12 05:00:00+03:00,79,159,80,30,17,4,0
2022-12-12 05:15:00+03:00,102,239,80,30,32,7,0
2022-12-12 05:30:00+03:00,105,242,80,30,33,7,0
2022-12-12 05:45:00+03:00,121,260,80,30,40,8,0
2022-12-12 06:00:00+03:00,122,163,80,30,26,6,5
2022-12-12 06:15:00+03:00,134,507,80,30,83,17,10
2022-12-12 06:30:00+03:00,142,217,80,30,39,8,10
2022-12-12 06:45:00+03:00,161,256,80,30,51,11,10
2022-12-12 07:00:00+03:00,171,376,80,30,79,16,15
2022-12-12 07:15:00+03:00,189,388,80,30,89,18,21
2022-12-12 07:30:00+03:00,227,310,80,30,85,17,21
2022-12-12 07:45:00+03:00,249,270,80,30,81,17,30
2022-12-12 08:00:00+03:00,273,366,80,30,119,24,30
2022-12-12 08:15:00+03:00,302,261,80,30,94,19,33
2022-12-12 08:30:00+03:00,345,359,80,30,146,30,33
2022-12-12 08:45:00+03:00,378,350,80,30,156,32,44
2022-12-12 09:00:00+03:00,433,446,80,30,225,45,49
2022-12-12 09:15:00+03:00,517,350,80,30,210,42,52
2022-12-12 09:30:00+03:00,584,435,80,30,293,59,59
2022-12-12 09:45:00+03:00,617,470,80,30,334,67,64
2022-12-12 10:00:00+03:00,641,471,80,30,348,70,69
2022-12-12 10:15:00+03:00,661,451,80,30,343,69,75
2022-12-12 10:30:00+03:00,670,432,80,30,333,67,77
2022-12-12 10:45:00+03:00,676,467,80,30,363,73,83
2022-12-12 11:00:00+03:00,689,504,80,30,399,80,83
2022-12-12 11:15:00+03:00,689,499,80,30,395,79,83
2022-12-12 11:30:00+03:00,679,474,80,30,370,74,83
2022-12-12 11:45:00+03:00,676,380,80,30,296,60,83
2022-12-12 12:00:00+03:00,675,439,80,30,341,69,84
2022-12-12 12:15:00+03:00,673,582,80,30,449,90,84
2022-12-12 12:30:00+03:00,676,470,80,30,365,73,85
2022-12-12 12:45:00+03:00,675,576,80,30,446,90,88
2022-12-12 13:00:00+03:00,659,454,80,30,344,69,88
2022-12-12 13:15:00+03:00,636,466,80,30,341,69,88
2022-12-12 13:30:00+03:00,632,420,80,30,306,62,88
2022-12-12 13:45:00+03:00,623,469,80,30,337,68,88
2022-12-12 14:00:00+03:00,620,471,80,30,336,68,88
2022-12-12 14:15:00+03:00,630,490,80,30,355,71,88
2022-12-12 14:30:00+03:00,642,431,80,30,319,64,88
2022-12-12 14:45:00+03:00,647,454,80,30,338,68,88
2022-12-12 15:00:00+03:00,632,471,80,30,343,69,83
2022-12-12 15:15:00+03:00,608,415,80,30,291,59,78
2022-12-12 15:30:00+03:00,593,558,80,30,381,77,78
2022-12-12 15:45:00+03:00,583,583,80,30,391,79,78
2022-12-12 16:00:00+03:00,551,504,80,30,321,65,73
2022-12-12 16:15:00+03:00,513,557,80,30,330,66,67
2022-12-12 16:30:00+03:00,488,455,80,30,258,52,67
2022-12-12 16:45:00+03:00,454,495,80,30,261,53,58
2022-12-12 17:00:00+03:00,407,584,80,30,276,56,58
2022-12-12 17:15:00+03:00,376,483,80,30,212,43,55
2022-12-12 17:30:00+03:00,344,369,80,30,150,30,55
2022-12-12 17:45:00+03:00,307,438,80,30,159,32,44
2022-12-12 18:00:00+03:00,284,369,80,30,125,25,39
2022-12-12 18:15:00+03:00,227,592,80,30,160,32,36
2022-12-12 18:30:00+03:00,194,291,80,30,69,14,29
2022-12-12 18:45:00+03:00,173,566,80,30,118,24,24
2022-12-12 19:00:00+03:00,157,657,80,30,124,25,19
2022-12-12 19:15:00+03:00,129,380,80,30,61,13,13
2022-12-12 19:30:00+03:00,117,505,80,30,73,15,11
2022-12-12 19:45:00+03:00,107,188,80,30,26,6,5
2022-12-12 20:00:00+03:00,98,175,80,30,23,5,5
2022-12-12 20:15:00+03:00,88,448,80,30,50,10,5
2022-12-12 20:30:00+03:00,88,166,80,30,20,4,5
2022-12-12 20:45:00+03:00,81,587,80,30,60,12,5
2022-12-12 21:00:00+03:00,73,170,80,30,17,4,4
2022-12-12 21:15:00+03:00,56,440,80,30,33,7,4
2022-12-12 21:30:00+03:00,59,157,80,30,13,3,3
2022-12-12 21:45:00+03:00,52,172,80,30,13,3,0
2022-12-12 22:00:00+03:00,49,169,80,30,12,3,0
2022-12-12 22:15:00+03:00,37,177,80,30,10,2,0
2022-12-12 22:30:00+03:00,32,193,80,30,10,2,0
2022-12-12 22:45:00+03:00,32,168,80,30,9,2,0
2022-12-12 23:00:00+03:00,25,196,80,30,8,2,0
2022-12-12 23:15:00+03:00,24,197,80,30,8,2,0
2022-12-12 23:30:00+03:00,20,211,80,30,7,2,0
2022-12-12 23:45:00+03:00,16,180,80,30,6,2,0
2022-12-13 00:00:00+03:00,15,176,80,30,5,1,0
2022-12-13 00:15:00+03:00,9,174,80,30,4,1,0
2022-12-13 00:30:00+03:00,13,163,80,30,5,1,0
2022-12-13 00:45:00+03:00,12,153,80,30,4,1,0
2022-12-13 01:00:00+03:00,10,152,80,30,4,1,0
2022-12-13 01:15:00+03:00,12,139,80,30,4,1,0
2022-12-13 01:30:00+03:00,12,185,80,30,5,1,0
2022-12-13 01:45:00+03:00,14,186,80,30,5,1,0
2022-12-13 02:00:00+03:00,18,160,80,30,6,2,0
2022-12-13 02:15:00+03:00,24,152,80,30,7,2,0
2022-12-13 02:30:00+03:00,26,251,80,30,10,2,0
2022-12-13 02:45:00+03:00,28,177,80,30,8,2,0
2022-12-13 03:00:00+03:00,32,296,80,30,14,3,0
2022-12-13 03:15:00+03:00,38,142,80,30,9,2,0
2022-12-13 03:30:00+03:00,43,165,80,30,11,3,0
2022-12-13 03:45:00+03:00,46,179,80,30,12,3,0
2022-12-13 04:00:00+03:00,54,344,80,30,25,5,0
2022-12-13 04:15:00+03:00,57,213,80,30,17,4,0
2022-12-13 04:30:00+03:00,62,161,80,30,14,3,0
2022-12-13 04:45:00+03:00,65,170,80,30,16,4,0
2022-12-13 05:00:00+03:00,76,162,80,30,17,4,0
2022-12-13 05:15:00+03:00,91,167,80,30,21,5,0
2022-12-13 05:30:00+03:00,105,293,80,30,39,8,0
2022-12-13 05:45:00+03:00,108,203,80,30,29,6,0
2022-12-13 06:00:00+03:00,123,521,80,30,79,16,16
2022-12-13 06:15:00+03:00,130,405,80,30,65,13,16
2022-12-13 06:30:00+03:00,154,268,80,30,52,11,16
2022-12-13 06:45:00+03:00,156,397,80,30,76,16,19
2022-12-13 07:00:00+03:00,191,515,80,30,118,24,24
2022-12-13 07:15:00+03:00,200,430,80,30,104,21,24
2022-12-13 07:30:00+03:00,232,171,80,30,49,10,24
2022-12-13 07:45:00+03:00,251,661,80,30,196,40,30
2022-12-13 08:00:00+03:00,286,319,80,30,109,22,30
2022-12-13 08:15:00+03:00,316,350,80,30,131,27,35
2022-12-13 08:30:00+03:00,366,412,80,30,177,36,42
2022-12-13 08:45:00+03:00,409,535,80,30,255,51,47
2022-12-13 09:00:00+03:00,475,403,80,30,223,45,47
2022-12-13 09:15:00+03:00,532,580,80,30,356,72,53
2022-12-13 09:30:00+03:00,626,544,80,30,392,79,62
2022-12-13 09:45:00+03:00,654,525,80,30,395,79,67
2022-12-13 10:00:00+03:00,673,527,80,30,407,82,68
2022-12-13 10:15:00+03:00,695,505,80,30,403,81,72
2022-12-13 10:30:00+03:00,701,510,80,30,410,82,75
2022-12-13 10:45:00+03:00,690,470,80,30,373,75,75
2022-12-13 11:00:00+03:00,678,460,80,30,359,72,75
2022-12-13 11:15:00+03:00,686,552,80,30,434,87,76
2022-12-13 11:30:00+03:00,678,499,80,30,389,78,76
2022-12-13 11:45:00+03:00,650,433,80,30,324,65,76
2022-12-13 12:00:00+03:00,638,632,80,30,463,93,77
2022-12-13 12:15:00+03:00,625,479,80,30,345,69,80
2022-12-13 12:30:00+03:00,627,609,80,30,439,88,80
2022-12-13 12:45:00+03:00,615,403,80,30,286,58,80
2022-12-13 13:00:00+03:00,604,447,80,30,311,63,80
2022-12-13 13:15:00+03:00,592,455,80,30,311,63,80
2022-12-13 13:30:00+03:00,598,429,80,30,296,60,80
2022-12-13 13:45:00+03:00,593,376,80,30,258,52,80
2022-12-13 14:00:00+03:00,601,424,80,30,294,59,80
2022-12-13 14:15:00+03:00,589,434,80,30,295,59,80
2022-12-13 14:30:00+03:00,573,381,80,30,253,51,80
2022-12-13 14:45:00+03:00,568,547,80,30,358,72,80
2022-12-13 15:00:00+03:00,549,447,80,30,284,57,64
2022-12-13 15:15:00+03:00,541,477,80,30,298,60,64
2022-12-13 15:30:00+03:00,527,517,80,30,315,63,64
2022-12-13 15:45:00+03:00,511,447,80,30,265,53,61
2022-12-13 16:00:00+03:00,478,438,80,30,243,49,56
2022-12-13 16:15:00+03:00,455,431,80,30,228,46,56
2022-12-13 16:30:00+03:00,447,501,80,30,260,52,56
2022-12-13 16:45:00+03:00,407,472,80,30,224,45,50
2022-12-13 17:00:00+03:00,382,383,80,30,172,35,50
2022-12-13 17:15:00+03:00,342,431,80,30,173,35,45
2022-12-13 17:30:00+03:00,306,489,80,30,176,36,38
2022-12-13 17:45:00+03:00,278,498,80,30,164,33,33
2022-12-13 18:00:00+03:00,241,501,80,30,144,29,33
2022-12-13 18:15:00+03:00,194,575,80,30,133,27,27
2022-12-13 18:30:00+03:00,180,414,80,30,90,18,18
2022-12-13 18:45:00+03:00,150,642,80,30,116,24,13
2022-12-13 19:00:00+03:00,142,330,80,30,58,12,12
2022-12-13 19:15:00+03:00,119,280,80,30,42,9,8
2022-12-13 19:30:00+03:00,109,323,80,30,45,9,5
2022-12-13 19:45:00+03:00,98,217,80,30,28,6,5
2022-12-13 20:00:00+03:00,92,247,80,30,30,6,5
2022-12-13 20:15:00+03:00,79,155,80,30,17,4,4
2022-12-13 20:30:00+03:00,74,165,80,30,17,4,4
2022-12-13 20:45:00+03:00,67,411,80,30,36,8,4
2022-12-13 21:00:00+03:00,62,160,80,30,14,3,3
2022-12-13 21:15:00+03:00,54,372,80,30,27,6,0
2022-12-13 21:30:00+03:00,46,175,80,30,12,3,0
2022-12-13 21:45:00+03:00,45,161,80,30,11,3,0
2022-12-13 22:00:00+03:00,39,180,80,30,11,3,0
2022-12-13 22:15:00+03:00,31,181,80,30,9,2,0
2022-12-13 22:30:00+03:00,29,170,80,30,8,2,0
2022-12-13 22:45:00+03:00,24,189,80,30,8,2,0
2022-12-13 23:00:00+03:00,24,204,80,30,8,2,0
2022-12-13 23:15:00+03:00,21,190,80,30,7,2,0
2022-12-13 23:30:00+03:00,17,191,80,30,6,2,0
2022-12-13 23:45:00+03:00,14,167,80,30,5,1,0
2022-12-14 00:00:00+03:00,13,187,80,30,5,1,0
2022-12-14 00:15:00+03:00,14,167,80,30,5,1,0
2022-12-14 00:30:00+03:00,12,122,80,30,4,1,0
2022-12-14 00:45:00+03:00,13,169,80,30,5,1,0
2022-12-14 01:00:00+03:00,10,135,80,30,3,1,0
2022-12-14 01:15:00+03:00,15,189,80,30,6,2,0
2022-12-14 01:30:00+03:00,15,149,80,30,5,1,0
2022-12-14 01:45:00+03:00,15,144,80,30,5,1,0
2022-12-14 02:00:00+03:00,15,344,80,30,9,2,0
2022-12-14 02:15:00+03:00,18,146,80,30,5,1,0
2022-12-14 02:30:00+03:00,27,196,80,30,9,2,0
2022-12-14 02:45:00+03:00,29,255,80,30,12,3,0
2022-12-14 03:00:00+03:00,35,252,80,30,13,3,0
2022-12-14 03:15:00+03:00,38,346,80,30,19,4,0
2022-12-14 03:30:00+03:00,38,158,80,30,10,2,0
2022-12-14 03:45:00+03:00,45,172,80,30,12,3,0
2022-12-14 04:00:00+03:00,50,159,80,30,12,3,0
2022-12-14 04:15:00+03:00,56,258,80,30,20,4,0
2022-12-14 04:30:00+03:00,59,405,80,30,32,7,0
2022-12-14 04:45:00+03:00,74,162,80,30,17,4,0
2022-12-14 05:00:00+03:00,75,457,80,30,44,9,0
2022-12-14 05:15:00+03:00,86,176,80,30,21,5,0
2022-12-14 05:30:00+03:00,93,282,80,30,34,7,0
2022-12-14 05:45:00+03:00,106,234,80,30,32,7,0
2022-12-14 06:00:00+03:00,122,271,80,30,42,9,9
2022-12-14 06:15:00+03:00,125,228,80,30,37,8,10
2022-12-14 06:30:00+03:00,141,162,80,30,29,6,12
2022-12-14 06:45:00+03:00,149,167,80,30,32,7,12
2022-12-14 07:00:00+03:00,167,496,80,30,100,20,20
2022-12-14 07:15:00+03:00,190,352,80,30,81,17,20
2022-12-14 07:30:00+03:00,202,346,80,30,85,17,22
2022-12-14 07:45:00+03:00,217,307,80,30,81,17,22
2022-12-14 08:00:00+03:00,252,428,80,30,129,26,30
2022-12-14 08:15:00+03:00,285,216,80,30,74,15,30
2022-12-14 08:30:00+03:00,327,216,80,30,85,17,36
2022-12-14 08:45:00+03:00,369,317,80,30,138,28,51
2022-12-14 09:00:00+03:00,423,460,80,30,227,46,53
2022-12-14 09:15:00+03:00,497,456,80,30,263,53,53
2022-12-14 09:30:00+03:00,569,428,80,30,282,57,60
2022-12-14 09:45:00+03:00,591,443,80,30,302,61,61
2022-12-14 10:00:00+03:00,615,471,80,30,334,67,64
2022-12-14 10:15:00+03:00,638,458,80,30,337,68,66
2022-12-14 10:30:00+03:00,662,446,80,30,340,68,68
2022-12-14 10:45:00+03:00,654,459,80,30,345,69,68
2022-12-14 11:00:00+03:00,661,486,80,30,369,74,74
2022-12-14 11:15:00+03:00,652,424,80,30,318,64,74
2022-12-14 11:30:00+03:00,645,515,80,30,382,77,75
2022-12-14 11:45:00+03:00,626,540,80,30,389,78,75
2022-12-14 12:00:00+03:00,626,445,80,30,321,65,75
2022-12-14 12:15:00+03:00,603,513,80,30,356,72,75
2022-12-14 12:30:00+03:00,578,456,80,30,304,61,75
2022-12-14 12:45:00+03:00,573,449,80,30,297,60,78
2022-12-14 13:00:00+03:00,570,413,80,30,272,55,78
2022-12-14 13:15:00+03:00,573,485,80,30,321,65,78
2022-12-14 13:30:00+03:00,568,472,80,30,310,62,78
2022-12-14 13:45:00+03:00,576,579,80,30,384,77,78
2022-12-14 14:00:00+03:00,570,548,80,30,360,72,78
2022-12-14 14:15:00+03:00,567,491,80,30,321,65,78
2022-12-14 14:30:00+03:00,574,526,80,30,348,70,78
2022-12-14 14:45:00+03:00,554,558,80,30,357,72,78
2022-12-14 15:00:00+03:00,546,466,80,30,294,59,69
2022-12-14 15:15:00+03:00,525,430,80,30,262,53,68
2022-12-14 15:30:00+03:00,535,470,80,30,291,59,66
2022-12-14 15:45:00+03:00,519,487,80,30,293,59,66
2022-12-14 16:00:00+03:00,490,380,80,30,217,44,58
2022-12-14 16:15:00+03:00,465,525,80,30,283,57,58
2022-12-14 16:30:00+03:00,434,430,80,30,218,44,56
2022-12-14 16:45:00+03:00,396,372,80,30,173,35,56
2022-12-14 17:00:00+03:00,370,518,80,30,224,45,48
2022-12-14 17:15:00+03:00,315,354,80,30,132,27,48
2022-12-14 17:30:00+03:00,298,554,80,30,194,39,42
2022-12-14 17:45:00+03:00,264,421,80,30,132,27,27
2022-12-14 18:00:00+03:00,243,376,80,30,109,22,25
2022-12-14 18:15:00+03:00,193,447,80,30,104,21,25
2022-12-14 18:30:00+03:00,174,286,80,30,61,13,18
2022-12-14 18:45:00+03:00,160,249,80,30,50,10,17
2022-12-14 19:00:00+03:00,149,281,80,30,52,11,14
2022-12-14 19:15:00+03:00,115,410,80,30,59,12,12
2022-12-14 19:30:00+03:00,108,357,80,30,49,10,10
2022-12-14 19:45:00+03:00,102,240,80,30,32,7,10
2022-12-14 20:00:00+03:00,86,319,80,30,36,8,4
2022-12-14 20:15:00+03:00,77,189,80,30,20,4,4
2022-12-14 20:30:00+03:00,67,179,80,30,17,4,3
2022-12-14 20:45:00+03:00,63,196,80,30,17,4,3
2022-12-14 21:00:00+03:00,59,435,80,30,34,7,3
2022-12-14 21:15:00+03:00,57,180,80,30,15,3,3
2022-12-14 21:30:00+03:00,51,381,80,30,26,6,3
2022-12-14 21:45:00+03:00,41,199,80,30,12,3,0
2022-12-14 22:00:00+03:00,38,188,80,30,11,3,0
2022-12-14 22:15:00+03:00,40,217,80,30,13,3,0
2022-12-14 22:30:00+03:00,33,190,80,30,10,2,0
2022-12-14 22:45:00+03:00,22,196,80,30,7,2,0
2022-12-14 23:00:00+03:00,24,152,80,30,7,2,0
2022-12-14 23:15:00+03:00,17,196,80,30,6,2,0
2022-12-14 23:30:00+03:00,16,185,80,30,6,2,0
2022-12-14 23:45:00+03:00,16,198,80,30,6,2,0
2022-12-15 00:00:00+03:00,13,162,80,30,4,1,0
2022-12-15 00:15:00+03:00,12,192,80,30,5,1,0
2022-12-15 00:30:00+03:00,12,168,80,30,4,1,0
2022-12-15 00:45:00+03:00,8,172,80,30,3,1,0
2022-12-15 01:00:00+03:00,13,181,80,30,5,1,0
